Energy;Significance;Global Mode Intensity;Sigma Posterior
2205.0;5.140297745035783;40.77012657351277;7.9314717932217675
2206.0;2.5870253445541658;17.237592784577252;6.663093896959053
2292.0;2.0521360196339287;8.765026892162622;4.271172479944179
2293.0;2.607611558652351;11.971954579336199;4.591157198859583
2294.0;2.5022688190267663;10.8844690030758;4.34984000132696
2445.0;2.1169560441351947;10.754133948686988;5.079998698357574
2446.0;3.308207260797529;17.497942024851632;5.289252046630628
2447.0;3.828696246523144;20.060732415777665;5.239572722436496
2448.0;3.332312924612371;17.64972008799844;5.296537416290677
2449.0;2.069099433420506;10.333743680646064;4.994319515888593
2612.0;11.070653349743242;198.4479951785942;17.925590198630573
2613.0;16.271446481587578;295.03495872084363;18.132067057142024
2614.0;17.10381262417348;303.5423811193036;17.74705954684603
2615.0;16.57353091306196;286.933871747814;17.312778625927876
2616.0;12.141992731610504;214.14890993640307;17.637048108164905
2617.0;2.52039989711753;33.504695463227435;13.293404551216367
